URN,Start Time,Stop Time,File Name,sol_number,start_mean_solar_time,stop_mean_solar_time,start_true_solar_time,stop_true_solar_time,start_solar_longitude,stop_solar_longitude,Ls,Mars Year,File_Size(Mb)
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0154,2019-05-03T10:47:23.693Z,2019-05-04T11:26:51.960Z,twins_calib_0154,154,154M00:00:05.629,154M23:59:58.838,153 23:30:49,154 23:31:04,19.847,20.33,19.96,35,2.571
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0154,2019-05-04T06:35:30.241Z,2019-05-04T11:26:52.960Z,twins_calibevent_0154,154,154M19:16:24.854,154M23:59:59.811,154 18:47:26,154 23:31:05,20.235,20.33,20.11,35,3.086
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0155,2019-05-04T11:26:53.960Z,2019-05-04T11:53:44.927Z,twins_calibevent_0155,155,155M00:00:00.784,155M00:26:08.649,154 23:31:06,154 23:57:14,20.33,20.339,20.25,35,0.313
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0155,2019-05-04T11:26:54.960Z,2019-05-05T12:06:23.140Z,twins_calib_0155,155,155M00:00:01.757,155M23:59:54.883,154 23:31:07,155 23:31:22,20.33,20.813,20.43,35,2.563
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0156,2019-05-05T12:06:30.140Z,2019-05-06T12:45:58.343Z,twins_calib_0156,156,156M00:00:01.695,156M23:59:54.842,155 23:31:29,156 23:31:44,20.813,21.295,20.9,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0157,2019-05-06T12:46:07.343Z,2019-05-07T13:25:36.575Z,twins_calib_0157,157,157M00:00:03.601,157M23:59:57.751,156 23:31:53,157 23:32:09,21.295,21.777,21.37,35,2.575
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0158,2019-05-07T13:25:45.575Z,2019-05-08T14:05:13.856Z,twins_calib_0158,158,158M00:00:06.510,158M23:59:59.734,157 23:32:18,158 23:32:33,21.777,22.258,21.84,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0159,2019-05-08T14:05:14.856Z,2019-05-09T14:44:43.216Z,twins_calib_0159,159,159M00:00:00.707,159M23:59:54.006,158 23:32:34,159 23:32:49,22.258,22.738,22.31,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0160,2019-05-09T14:44:52.216Z,2019-05-10T15:24:21.667Z,twins_calib_0160,160,160M00:00:02.766,160M23:59:57.128,159 23:32:58,160 23:33:14,22.738,23.218,22.92,35,2.575
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0161,2019-05-10T15:24:30.667Z,2019-05-11T16:03:59.066Z,twins_calib_0161,161,161M00:00:05.887,161M23:59:59.225,160 23:33:23,161 23:33:39,23.218,23.697,23.38,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0161,2019-05-11T02:44:38.822Z,2019-05-11T03:16:45.779Z,twins_calibevent_0161,161,161M11:02:02.191,161M11:33:17.591,161 10:35:30,161 11:06:45,23.438,23.449,23.38,35,0.372
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0162,2019-05-11T16:04:07.066Z,2019-05-12T16:43:28.446Z,twins_calib_0162,162,162M00:00:07.011,162M23:59:53.518,161 23:33:46,162 23:33:55,23.697,24.176,23.85,35,2.364
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0162,2019-05-12T06:26:52.948Z,2019-05-12T07:00:59.911Z,twins_calibevent_0162,162,162M13:59:47.861,162M14:33:00.056,162 13:33:40,162 14:06:53,23.976,23.987,23.85,35,0.387
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0163,2019-05-12T16:43:38.446Z,2019-05-13T17:23:07.073Z,twins_calib_0163,163,163M00:00:03.251,163M23:59:56.810,162 23:34:05,163 23:34:20,24.176,24.654,24.32,35,1.68
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0163,2019-05-13T04:33:24.682Z,2019-05-13T05:13:13.630Z,twins_calibevent_0163,163,163M11:30:50.062,163M12:09:35.092,163 11:05:02,163 11:43:48,24.405,24.418,24.32,35,0.454
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0164,2019-05-13T17:23:17.073Z,2019-05-14T18:02:45.447Z,twins_calib_0164,164,164M00:00:06.542,164M23:59:59.857,163 23:34:30,164 23:34:46,24.654,25.131,24.78,35,1.676
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0164,2019-05-14T02:53:09.407Z,2019-05-14T03:27:16.359Z,twins_calibevent_0164,164,164M09:14:44.037,164M09:47:56.222,164 08:49:16,164 09:22:29,24.838,24.849,24.78,35,0.395
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0165,2019-05-14T18:02:55.446Z,2019-05-15T18:42:17.825Z,twins_calib_0165,165,165M00:00:09.588,165M23:59:57.068,164 23:34:55,165 23:35:05,25.131,25.608,25.24,35,2.184
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0165,2019-05-15T06:32:32.456Z,2019-05-15T07:06:39.414Z,twins_calibevent_0165,165,165M12:09:43.206,165M12:42:55.397,165 11:44:40,165 12:17:53,25.373,25.384,25.24,35,0.391
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0166,2019-05-15T18:42:23.825Z,2019-05-16T19:21:52.165Z,twins_calib_0166,166,166M00:00:02.907,166M23:59:56.187,165 23:35:11,166 23:35:26,25.608,26.084,25.71,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0166,2019-05-16T07:46:09.808Z,2019-05-16T08:52:24.729Z,twins_calibevent_0166,166,166M12:42:50.677,166M13:47:19.245,166 12:18:10,166 13:22:40,25.86,25.882,25.71,35,0.743
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0167,2019-05-16T19:21:56.165Z,2019-05-17T20:01:30.460Z,twins_calib_0167,167,167M00:00:00.080,167M23:59:59.157,166 23:35:30,167 23:35:51,26.084,26.56,26.17,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0167,2019-05-17T07:50:40.165Z,2019-05-17T20:01:30.460Z,twins_calibevent_0167,167,167M12:08:42.107,167M23:59:59.157,167 11:44:23,167 23:35:51,26.325,26.56,26.31,35,2.817
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0168,2019-05-17T20:01:31.460Z,2019-05-18T10:24:33.329Z,twins_calibevent_0168,168,168M00:00:00.131,168M13:59:56.539,167 23:35:52,168 13:36:01,26.56,26.837,26.63,35,3.282
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0168,2019-05-17T20:01:34.460Z,2019-05-18T20:41:05.851Z,twins_calib_0168,168,168M00:00:03.050,168M23:59:59.300,167 23:35:55,168 23:36:13,26.56,27.035,26.63,35,2.516
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0169,2019-05-18T20:41:12.851Z,2019-05-19T21:20:41.225Z,twins_calib_0169,169,169M00:00:06.113,169M23:59:59.426,168 23:36:20,169 23:36:36,27.035,27.51,27.1,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0169,2019-05-19T07:45:16.997Z,2019-05-19T08:19:23.953Z,twins_calibevent_0169,169,169M10:46:24.200,169M11:19:36.389,169 10:22:48,169 10:56:01,27.248,27.259,27.1,35,0.395
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0170,2019-05-19T21:20:44.225Z,2019-05-20T22:00:12.485Z,twins_calib_0170,170,170M00:00:02.346,170M23:59:55.549,169 23:36:39,170 23:36:54,27.51,27.984,27.7,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0170,2019-05-20T07:06:45.440Z,2019-05-20T12:27:55.999Z,twins_calibevent_0170,170,170M09:30:22.798,170M14:42:57.760,170 09:07:08,170 14:19:47,27.697,27.8,27.56,35,0.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0171,2019-05-20T22:00:19.485Z,2019-05-21T16:13:28.163Z,twins_calib_0171,171,171M00:00:02.362,171M17:43:56.168,170 23:37:01,171 17:21:11,27.984,28.334,28.02,35,1.918
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0171,2019-05-21T08:30:19.662Z,2019-05-21T11:44:20.406Z,twins_calibevent_0171,171,171M10:13:11.168,171M13:22:00.456,171 09:50:19,171 12:59:11,28.185,28.247,28.02,35,0.559
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0172,2019-05-22T01:04:25.624Z,2019-05-22T23:19:25.147Z,twins_calib_0172,172,172M02:20:41.261,172M23:59:57.665,172 01:58:04,172 23:37:40,28.503,28.93,28.62,35,1.481
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0172,2019-05-22T11:34:35.780Z,2019-05-22T23:19:27.147Z,twins_calibevent_0172,172,172M12:33:59.779,172M23:59:59.611,172 12:11:32,172 23:37:42,28.705,28.93,28.71,35,4.184
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0173,2019-05-22T23:19:28.147Z,2019-05-23T20:09:23.697Z,twins_calibevent_0173,173,173M00:00:00.585,173M20:16:29.576,172 23:37:43,173 19:54:30,28.93,29.329,28.94,35,13.25
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0173,2019-05-22T23:19:35.147Z,2019-05-23T23:58:53.476Z,twins_calib_0173,173,173M00:00:07.397,173M23:59:50.934,172 23:37:50,173 23:37:55,28.93,29.402,29.08,35,1.68
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0174,2019-05-23T23:59:03.476Z,2019-05-25T00:38:31.732Z,twins_calib_0174,174,174M00:00:00.667,174M23:59:53.866,173 23:38:05,174 23:38:20,29.403,29.874,29.54,35,1.68
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0175,2019-05-25T00:38:41.731Z,2019-05-26T01:18:10.114Z,twins_calib_0175,175,175M00:00:03.598,175M23:59:56.920,174 23:38:30,175 23:38:45,29.874,30.346,30,35,1.684
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0176,2019-05-26T01:18:20.114Z,2019-05-27T01:57:48.426Z,twins_calib_0176,176,176M00:00:06.652,176M23:59:59.906,175 23:38:55,176 23:39:10,30.346,30.817,30.46,35,1.68
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0176,2019-05-26T13:22:31.159Z,2019-05-26T14:45:50.054Z,twins_calibevent_0176,176,176M11:44:55.134,176M13:06:00.280,176 11:23:54,176 12:45:01,30.576,30.603,30.46,35,0.926
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0177,2019-05-27T01:57:58.426Z,2019-05-28T02:37:16.771Z,twins_calib_0177,177,177M00:00:09.639,177M23:59:53.191,176 23:39:20,177 23:39:25,30.817,31.287,30.91,35,1.68
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0177,2019-05-27T13:28:06.538Z,2019-05-27T16:58:13.268Z,twins_calibevent_0177,177,177M11:11:49.848,177M14:36:19.275,177 10:51:10,177 14:15:43,31.036,31.103,31.01,35,2.305
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0178,2019-05-28T02:37:26.771Z,2019-05-29T03:16:56.065Z,twins_calib_0178,178,178M00:00:02.924,178M23:59:57.134,177 23:39:35,178 23:39:51,31.287,31.757,31.46,35,2.575
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0178,2019-05-28T17:12:02.612Z,2019-05-28T17:44:09.577Z,twins_calibevent_0178,178,178M14:11:14.737,178M14:42:30.145,178 13:51:00,178 14:22:16,31.565,31.575,31.46,35,0.372
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0179,2019-05-29T03:17:04.065Z,2019-05-30T03:56:32.368Z,twins_calib_0179,179,179M00:00:04.920,179M23:59:58.164,178 23:39:59,179 23:40:14,31.757,32.227,31.92,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0179,2019-05-29T14:40:23.163Z,2019-05-29T15:14:30.116Z,twins_calibevent_0179,179,179M11:05:07.057,179M11:38:19.243,179 10:45:11,179 11:18:24,31.974,31.985,31.92,35,0.395
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0180,2019-05-30T03:56:39.368Z,2019-05-31T04:36:07.557Z,twins_calib_0180,180,180M00:00:04.977,180M23:59:58.111,179 23:40:21,180 23:40:36,32.227,32.695,32.38,35,2.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0180,2019-05-30T16:33:44.313Z,2019-05-30T17:07:51.266Z,twins_calibevent_0180,180,180M12:16:54.546,180M12:50:06.731,180 11:57:21,180 12:30:34,32.467,32.477,32.38,35,0.395
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0181,2019-05-31T04:36:10.557Z,2019-06-01T05:15:38.749Z,twins_calib_0181,181,181M00:00:01.031,181M23:59:54.167,180 23:40:39,181 23:40:53,32.695,33.164,32.83,35,2.575
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0182,2019-06-01T05:15:45.749Z,2019-06-02T05:55:19.948Z,twins_calib_0182,182,182M00:00:00.979,182M23:59:59.963,181 23:41:00,182 23:41:21,33.164,33.632,33.29,35,6.692
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0183,2019-06-02T05:55:21.948Z,2019-06-03T06:34:54.173Z,twins_calib_0183,183,183M00:00:01.909,183M23:59:58.971,182 23:41:23,183 23:41:42,33.632,34.099,33.74,35,8.325
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0183,2019-06-03T01:15:32.476Z,2019-06-03T03:45:07.347Z,twins_calibevent_0183,183,183M18:49:09.959,183M21:14:44.701,183 18:30:48,183 20:56:25,33.998,34.046,33.97,35,1.598
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0184,2019-06-03T06:34:56.173Z,2019-06-04T07:14:30.317Z,twins_calib_0184,184,184M00:00:00.917,184M23:59:59.846,183 23:41:44,184 23:42:04,34.099,34.566,34.2,35,8.325
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0185,2019-06-04T07:14:32.317Z,2019-06-05T07:54:04.523Z,twins_calib_0185,185,185M00:00:01.793,185M23:59:58.836,184 23:42:06,185 23:42:25,34.566,35.033,34.65,35,8.313
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0186,2019-06-05T07:54:06.523Z,2019-06-06T08:33:40.624Z,twins_calib_0186,186,186M00:00:00.783,186M23:59:59.670,185 23:42:27,186 23:42:47,35.033,35.499,35.11,35,8.34
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0187,2019-06-06T08:33:42.624Z,2019-06-07T09:13:15.702Z,twins_calib_0187,187,187M00:00:01.616,187M23:59:59.509,186 23:42:49,187 23:43:08,35.499,35.965,35.56,35,12.688
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0188,2019-06-07T09:13:16.702Z,2019-06-08T09:52:50.782Z,twins_calib_0188,188,188M00:00:00.482,188M23:59:59.349,187 23:43:09,188 23:43:29,35.965,36.43,36.1,35,12.79
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0189,2019-06-08T09:52:51.782Z,2019-06-09T10:32:25.984Z,twins_calib_0189,189,189M00:00:00.322,189M23:59:59.308,188 23:43:30,189 23:43:51,36.43,36.895,36.56,35,12.805
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0189,2019-06-09T04:54:43.300Z,2019-06-09T07:09:14.185Z,twins_calibevent_0189,189,189M18:31:18.766,189M20:42:13.710,189 18:15:05,189 20:26:02,36.789,36.831,36.69,35,1.391
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0190,2019-06-09T10:32:26.984Z,2019-06-10T11:12:01.141Z,twins_calib_0190,190,190M00:00:00.282,190M23:59:59.223,189 23:43:52,190 23:44:12,36.895,37.359,37.01,35,10.274
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0191,2019-06-10T11:12:03.141Z,2019-06-11T11:51:35.252Z,twins_calib_0191,191,191M00:00:01.170,191M23:59:58.121,190 23:44:14,191 23:44:32,37.359,37.823,37.46,35,8.317
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0192,2019-06-11T11:51:37.252Z,2019-06-12T12:31:11.341Z,twins_calib_0192,192,192M00:00:00.068,192M23:59:58.943,191 23:44:34,192 23:44:54,37.823,38.287,37.91,35,8.333
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0193,2019-06-12T12:31:13.341Z,2019-06-13T13:10:47.568Z,twins_calib_0193,193,193M00:00:00.890,193M23:59:59.900,192 23:44:56,193 23:45:16,38.287,38.75,38.36,35,8.348
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0194,2019-06-13T13:10:49.568Z,2019-06-14T13:50:22.628Z,twins_calib_0194,194,194M00:00:01.847,194M23:59:59.721,193 23:45:18,194 23:45:37,38.75,39.212,38.81,35,8.364
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0194,2019-06-13T20:56:41.943Z,2019-06-14T13:50:22.628Z,twins_calibevent_0194,194,194M07:33:26.336,194M23:59:59.721,194 07:18:49,194 23:45:37,38.896,39.212,38.95,35,10.938
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0195,2019-06-14T13:50:23.628Z,2019-06-15T14:29:57.972Z,twins_calib_0195,195,195M00:00:00.694,195M23:59:59.818,194 23:45:38,195 23:45:58,39.213,39.675,39.26,35,12.821
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0195,2019-06-14T13:50:23.628Z,2019-06-15T01:04:25.828Z,twins_calibevent_0195,195,195M00:00:00.694,195M10:56:00.834,194 23:45:38,195 10:41:47,39.213,39.423,39.17,35,7.34
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0196,2019-06-15T14:29:58.972Z,2019-06-16T15:09:33.199Z,twins_calib_0196,196,196M00:00:00.792,196M23:59:59.801,195 23:45:59,196 23:46:19,39.675,40.137,39.85,35,12.817
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0197,2019-06-16T15:09:34.199Z,2019-06-17T15:49:08.360Z,twins_calib_0197,197,197M00:00:00.775,197M23:59:59.720,196 23:46:19,197 23:46:39,40.137,40.598,40.3,35,10.872
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0198,2019-06-17T15:49:10.360Z,2019-06-18T16:28:42.405Z,twins_calib_0198,198,198M00:00:01.667,198M23:59:58.554,197 23:46:41,198 23:46:59,40.598,41.059,40.75,35,8.344
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0199,2019-06-18T16:28:44.405Z,2019-06-19T17:08:18.474Z,twins_calib_0199,199,199M00:00:00.500,199M23:59:59.356,198 23:47:01,199 23:47:20,41.059,41.52,41.19,35,8.321
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0199,2019-06-19T07:39:21.063Z,2019-06-19T08:45:35.982Z,twins_calibevent_0199,199,199M14:46:15.316,199M15:50:43.883,199 14:33:28,199 15:37:58,41.343,41.364,41.19,35,0.739
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0200,2019-06-19T17:08:20.473Z,2019-06-20T17:47:52.515Z,twins_calib_0200,200,200M00:00:01.302,200M23:59:58.186,199 23:47:22,200 23:47:39,41.52,41.981,41.64,35,8.34
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0201,2019-06-20T17:47:54.515Z,2019-06-21T18:27:27.665Z,twins_calib_0201,201,201M00:00:00.132,201M23:59:58.094,200 23:47:41,201 23:48:00,41.981,42.441,42.09,35,8.68
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0202,2019-06-21T18:27:29.665Z,2019-06-22T19:07:03.798Z,twins_calib_0202,202,202M00:00:00.040,202M23:59:58.960,201 23:48:02,202 23:48:21,42.441,42.9,42.54,35,8.36
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0202,2019-06-22T15:17:00.031Z,2019-06-22T16:40:18.957Z,twins_calibevent_0202,202,202M20:16:04.522,202M21:37:09.698,202 20:04:23,202 21:25:30,42.829,42.855,42.76,35,0.911
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0203,2019-06-22T19:07:05.798Z,2019-06-23T19:46:40.038Z,twins_calib_0203,203,203M00:00:00.906,203M23:59:59.928,202 23:48:23,203 23:48:42,42.9,43.36,42.99,35,9.231
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0204,2019-06-23T19:46:41.038Z,2019-06-24T20:26:15.252Z,twins_calib_0204,204,204M00:00:00.902,204M23:59:59.900,203 23:48:43,204 23:49:02,43.36,43.818,43.43,35,12.825
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0205,2019-06-24T20:26:16.252Z,2019-06-25T21:05:50.448Z,twins_calib_0205,205,205M00:00:00.873,205M23:59:59.853,204 23:49:03,205 23:49:22,43.818,44.277,43.88,35,12.836
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0206,2019-06-25T21:05:51.448Z,2019-06-26T21:45:25.574Z,twins_calib_0206,206,206M00:00:00.826,206M23:59:59.738,205 23:49:23,206 23:49:42,44.277,44.735,44.46,35,12.848
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0207,2019-06-26T21:45:26.574Z,2019-06-27T22:25:00.607Z,twins_calib_0207,207,207M00:00:00.711,207M23:59:59.532,206 23:49:43,207 23:50:02,44.735,45.193,44.91,35,12.829
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0208,2019-06-27T22:25:01.607Z,2019-06-28T23:04:35.578Z,twins_calib_0208,208,208M00:00:00.506,208M23:59:59.267,207 23:50:03,208 23:50:21,45.193,45.651,45.35,35,12.84
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0209,2019-06-28T23:04:36.578Z,2019-06-29T23:44:10.675Z,twins_calib_0209,209,209M00:00:00.240,209M23:59:59.124,208 23:50:22,209 23:50:41,45.651,46.108,45.8,35,12.829
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0209,2019-06-29T11:45:24.450Z,2019-06-29T14:14:59.251Z,twins_calibevent_0209,209,209M12:20:26.771,209M14:46:01.445,209 12:10:59,209 14:36:36,45.886,45.932,45.8,35,1.649
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0210,2019-06-29T23:44:11.675Z,2019-07-01T00:23:46.730Z,twins_calib_0210,210,210M00:00:00.097,210M23:59:59.913,209 23:50:42,210 23:51:01,46.108,46.565,46.24,35,12.84
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0211,2019-07-01T00:23:47.730Z,2019-07-02T01:03:20.688Z,twins_calib_0211,211,211M00:00:00.887,211M23:59:58.661,210 23:51:02,211 23:51:20,46.565,47.022,46.69,35,10.157
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0211,2019-07-01T23:45:50.784Z,2019-07-02T01:03:21.688Z,twins_calibevent_0211,211,211M22:44:33.169,211M23:59:59.634,211 22:35:53,211 23:51:21,46.998,47.022,46.86,35,0.864
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0212,2019-07-02T01:03:22.688Z,2019-07-03T01:42:56.672Z,twins_calib_0212,212,212M00:00:00.608,212M23:59:59.382,211 23:51:21,212 23:51:40,47.022,47.478,47.13,35,8.336
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0212,2019-07-02T01:03:22.688Z,2019-07-03T00:03:55.793Z,twins_calibevent_0212,212,212M00:00:00.608,212M22:23:37.455,211 23:51:21,212 22:15:16,47.022,47.448,47.13,35,14.899
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0213,2019-07-03T01:42:58.672Z,2019-07-04T02:22:31.726Z,twins_calib_0213,213,213M00:00:01.328,213M23:59:59.197,212 23:51:42,213 23:51:59,47.478,47.934,47.57,35,9.5
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0214,2019-07-04T02:22:32.726Z,2019-07-05T03:02:07.766Z,twins_calib_0214,214,214M00:00:00.170,214M23:59:59.971,213 23:52:00,214 23:52:19,47.934,48.39,48.11,35,12.829
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0215,2019-07-05T03:02:08.766Z,2019-07-06T03:41:41.743Z,twins_calib_0215,215,215M00:00:00.944,215M23:59:58.738,214 23:52:20,215 23:52:37,48.39,48.845,48.55,35,10.875
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0216,2019-07-06T03:41:43.743Z,2019-07-06T23:16:58.060Z,twins_calib_0216,216,216M00:00:00.685,216M19:03:48.341,215 23:52:38,216 18:56:41,48.846,49.207,48.99,35,6.641
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0217,2019-07-07T17:33:50.806Z,2019-07-08T05:00:52.997Z,twins_calib_0217,217,217M12:51:20.222,217M23:59:59.484,217 12:44:27,217 23:53:15,49.544,49.756,49.52,35,5.946
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0218,2019-07-08T05:00:53.997Z,2019-07-09T05:40:27.938Z,twins_calib_0218,218,218M00:00:00.457,218M23:59:59.189,217 23:53:16,218 23:53:34,49.756,50.21,49.88,35,12.852
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0218,2019-07-09T02:53:38.147Z,2019-07-09T05:40:27.938Z,twins_calibevent_0218,218,218M21:17:37.216,218M23:59:59.189,218 21:11:09,218 23:53:34,50.159,50.21,50.1,35,1.825
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0219,2019-07-09T05:40:28.938Z,2019-07-10T06:20:03.808Z,twins_calib_0219,219,219M00:00:00.162,219M23:59:59.798,218 23:53:35,219 23:53:53,50.21,50.665,50.32,35,12.848
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0219,2019-07-09T05:40:28.938Z,2019-07-09T09:16:08.634Z,twins_calibevent_0219,219,219M00:00:00.162,219M03:29:53.648,218 23:53:35,219 03:23:31,50.21,50.277,50.1,35,2.368
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0220,2019-07-10T06:20:04.808Z,2019-07-11T06:59:38.613Z,twins_calib_0220,220,220M00:00:00.772,220M23:59:59.371,219 23:53:54,220 23:54:11,50.665,51.119,50.76,35,12.836
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0221,2019-07-11T06:59:39.613Z,2019-07-12T07:39:14.500Z,twins_calib_0221,221,221M00:00:00.344,221M23:59:59.996,220 23:54:12,221 23:54:30,51.119,51.573,51.2,35,12.805
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0222,2019-07-12T07:39:15.500Z,2019-07-13T08:18:49.414Z,twins_calib_0222,222,222M00:00:00.969,222M23:59:59.675,221 23:54:31,222 23:54:48,51.573,52.026,51.65,35,12.813
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0223,2019-07-13T08:18:50.414Z,2019-07-14T08:58:24.389Z,twins_calib_0223,223,223M00:00:00.649,223M23:59:59.413,222 23:54:49,223 23:55:06,52.026,52.48,52.09,35,12.848
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0224,2019-07-14T08:58:25.389Z,2019-07-15T09:37:59.389Z,twins_calib_0224,224,224M00:00:00.386,224M23:59:59.176,223 23:55:07,224 23:55:24,52.48,52.933,52.53,35,12.836
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0225,2019-07-15T09:38:00.389Z,2019-07-16T10:17:35.435Z,twins_calib_0225,225,225M00:00:00.149,225M23:59:59.956,224 23:55:25,225 23:55:42,52.933,53.386,53.06,35,12.836
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0226,2019-07-16T10:17:36.435Z,2019-07-17T10:57:10.377Z,twins_calib_0226,226,226M00:00:00.929,226M23:59:59.663,225 23:55:43,226 23:56:00,53.386,53.838,53.5,35,8.348
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0226,2019-07-17T03:27:52.928Z,2019-07-17T07:37:51.635Z,twins_calibevent_0226,226,226M16:42:43.479,226M20:46:00.885,226 16:38:38,226 20:41:59,53.701,53.778,53.63,35,2.657
